"InstanceInst.","StatusStat.","VariablesVari.","BinariesBina.","IntegersInte.","ContinuousCont.","ConstraintsCons.","Nonz.Nonz.","SubmitterSubm.","GroupGrou.","ObjectiveObje.","TagsTags."
"neos-1456979","easy","4605","4245","180","180","6770","36440","NEOS Server Submission","neos-pseudoapplication-102","176","benchmark decomposition benchmark_suitable variable_bound set_partitioning set_packing cardinality knapsack mixed_binary general_linear"
"neos-1516309","easy","4500","4500","0","0","489","30400","NEOS Server Submission","neos-pseudoapplication-26","35954","binary decomposition set_packing set_covering knapsack"
"neos-1582420","easy","10100","10000","100","0","10180","24814","NEOS Server Submission","neos-pseudoapplication-10","90.99999999999996","benchmark decomposition benchmark_suitable variable_bound set_covering integer_knapsack general_linear"
"neos-1593097","easy","18460","18200","0","260","798","113308","NEOS Server Submission","neos-pseudoapplication-77","23136","decomposition benchmark_suitable set_partitioning set_packing knapsack general_linear"
"neos-1599274","easy","4500","4500","0","0","1237","46800","NEOS Server Submission","neos-pseudoapplication-26","32075.6","binary decomposition set_packing set_covering knapsack"
"neos-1601936","easy","4446","3906","0","540","3131","72500","NEOS Server Submission","neos-pseudoapplication-5","2.99999999999894","benchmark_suitable set_partitioning set_covering invariant_knapsack mixed_binary"
"neos-1603965","easy","15003","7999","0","7004","28984","56967","NEOS Server Submission","neos-pseudoapplication-35","619244367.662956","decomposition numerics precedence variable_bound invariant_knapsack mixed_binary"
"neos-1605061","easy","4111","3570","0","541","3474","93483","NEOS Server Submission","neos-pseudoapplication-5","11.99999999556169","benchmark_suitable set_partitioning set_covering invariant_knapsack mixed_binary"
"neos-2075418-temuka","easy","122304","122304","0","0","349602","7610261","Hans Mittelmann","neos-pseudoapplication-62","Infeasible","benchmark infeasible binary benchmark_suitable precedence variable_bound set_covering invariant_knapsack knapsack"
"neos-2294525-abba","hard","10842","10086","0","756","11122","80010","Jeff Linderoth","neos-pseudoapplication-46","321.1522319","decomposition precedence set_partitioning cardinality mixed_binary"
"neos-2328163-agri","easy","2236","2236","0","0","1963","12740","Jeff Linderoth","neos-pseudoapplication-36","27674","binary decomposition benchmark_suitable set_partitioning set_packing set_covering cardinality invariant_knapsack binpacking knapsack"
"neos-2624317-amur","easy","524","180","344","0","342","1690","Jeff Linderoth","neos-pseudoapplication-7","3.5223968","decomposition benchmark_suitable aggregations precedence variable_bound set_partitioning integer_knapsack general_linear"
"neos-2626858-aoos","easy","524","209","315","0","342","1690","Jeff Linderoth","neos-pseudoapplication-7","Infeasible","infeasible decomposition benchmark_suitable aggregations precedence variable_bound set_partitioning integer_knapsack general_linear"
"neos-2629914-sudost","open","496","256","0","240","51872","209792","Jeff Linderoth","neos-pseudoapplication-66","48180*","set_partitioning mixed_binary"
"neos-2652786-brda","easy","524","236","288","0","342","1690","Jeff Linderoth","neos-pseudoapplication-7","4.792499599999999","decomposition benchmark_suitable aggregations precedence variable_bound set_partitioning integer_knapsack general_linear"
"neos-2656603-coxs","easy","524","186","338","0","342","1690","Jeff Linderoth","neos-pseudoapplication-7","Infeasible","infeasible decomposition benchmark_suitable aggregations precedence variable_bound set_partitioning integer_knapsack general_linear"
"neos-2657525-crna","easy","524","146","378","0","342","1690","Jeff Linderoth","neos-pseudoapplication-7","1.810748","benchmark decomposition benchmark_suitable aggregations precedence variable_bound set_partitioning integer_knapsack general_linear"
"neos-2669500-cust","easy","112008","110880","1120","8","105744","636728","Jeff Linderoth","neos-pseudoapplication-52","2242","decomposition benchmark_suitable aggregations variable_bound set_partitioning cardinality mixed_binary general_linear"
"neos-2746589-doon","easy","50936","50704","224","8","31530","271072","Jeff Linderoth","neos-pseudoapplication-52","2008.199999999999","benchmark decomposition benchmark_suitable aggregations variable_bound set_partitioning cardinality mixed_binary general_linear"
"neos-2974461-ibar","open","214730","200352","14378","0","214107","2303100","Jeff Linderoth","neos-pseudoapplication-45","468906174.771*","numerics aggregations precedence set_partitioning set_packing integer_knapsack general_linear"
"neos-2978193-inde","easy","20800","64","0","20736","396","41600","Jeff Linderoth","neos-pseudoapplication-5","-2.38806169","benchmark decomposition benchmark_suitable cardinality mixed_binary"
"neos-2978205-isar","open","104000","320","0","103680","652","208000","Jeff Linderoth","neos-pseudoapplication-77","-11.92580869*","cardinality mixed_binary"
"neos-2987202-jeir","hard","146700","9045","0","137655","120209","1979663","Jeff Linderoth","neos-pseudoapplication-82","-1836136351.2","numerics aggregations precedence mixed_binary"
"neos-2987310-joes","easy","27837","3051","0","24786","29015","580291","Jeff Linderoth","neos-pseudoapplication-82","-607702988.3","benchmark benchmark_suitable precedence mixed_binary"
"neos-2991472-kalu","open","12105","12096","0","9","18170","13709358","Jeff Linderoth","neos-pseudoapplication-77","12*","set_packing set_covering invariant_knapsack binpacking knapsack mixed_binary"
"neos-3004026-krka","easy","17030","16900","130","0","12545","41860","Jeff Linderoth","neos-pseudoapplication-38","0","benchmark feasibility benchmark_suitable set_partitioning general_linear"
"neos-3009394-lami","open","2757","2704","52","1","2028","6760","Jeff Linderoth","neos-pseudoapplication-90","5.5*","set_partitioning general_linear"
"neos-3024952-loue","easy","3255","0","3255","0","3705","17310","Jeff Linderoth","neos-pseudoapplication-86","26756","benchmark decomposition benchmark_suitable precedence integer_knapsack general_linear"
"neos-3025225-shelon","hard","69846","69845","0","1","91572","9357951","Hans Mittelmann","neos-pseudoapplication-64","0.7727272712094","benchmark_suitable variable_bound set_packing cardinality invariant_knapsack knapsack mixed_binary"
"neos-3045796-mogo","easy","11016","11016","0","0","2226","44442","Jeff Linderoth","neos-pseudoapplication-22","-175","binary decomposition set_partitioning set_packing set_covering invariant_knapsack equation_knapsack"
"neos-3046601-motu","easy","308","272","17","19","563","1430","Jeff Linderoth","neos-pseudoapplication-90","1459","benchmark_suitable aggregations variable_bound mixed_binary general_linear"
"neos-3046615-murg","easy","274","240","16","18","498","1266","Jeff Linderoth","neos-pseudoapplication-90","1600","benchmark benchmark_suitable aggregations variable_bound mixed_binary general_linear"
"neos-3048764-nadi","easy","12360","9390","0","2970","3186","21867","Jeff Linderoth","neos-pseudoapplication-43","-3883988306.4","decomposition numerics precedence variable_bound set_packing mixed_binary"
"neos-3065804-namu","easy","4741","2190","0","2551","3280","574830","Jeff Linderoth","neos-pseudoapplication-41","0","numerics aggregations precedence variable_bound set_packing mixed_binary"
"neos-3068746-nene","open","4890","3815","1075","0","4664","29515","Jeff Linderoth","neos-pseudoapplication-45","61910283.68794999*","numerics precedence set_partitioning set_packing integer_knapsack general_linear"
"neos-3072252-nete","easy","576","144","0","432","432","1292","Jeff Linderoth","neos-pseudoapplication-50","11807698","benchmark_suitable variable_bound invariant_knapsack mixed_binary"
"neos-3075395-nile","easy","26928","1728","0","25200","27756","102672","Jeff Linderoth","neos-pseudoapplication-50","6021719.99999999","decomposition numerics aggregations variable_bound set_packing invariant_knapsack knapsack mixed_binary"
"neos-3083784-nive","easy","4779","3240","0","1539","2836","11583","Jeff Linderoth","neos-pseudoapplication-72","0","decomposition numerics aggregations precedence set_partitioning set_packing invariant_knapsack mixed_binary general_linear"
"neos-3083819-nubu","easy","8644","0","8644","0","4725","24048","Jeff Linderoth","neos-pseudoapplication-31","6307996","benchmark decomposition benchmark_suitable aggregations integer_knapsack general_linear"
"neos-3116779-oban","easy","5141","5140","0","1","328","20561","Jeff Linderoth","neos-pseudoapplication-26","0","decomposition set_packing knapsack general_linear"
"neos-3118745-obra","easy","1131","1130","0","1","144","4521","Jeff Linderoth","neos-pseudoapplication-26","255","decomposition benchmark_suitable set_packing knapsack general_linear"
"neos-3135526-osun","easy","192","170","0","22","1546","25750","Jeff Linderoth","neos-pseudoapplication-71","Infeasible","infeasible numerics precedence variable_bound set_partitioning set_packing cardinality invariant_knapsack mixed_binary"
"neos-3148108-pahi","easy","12241","12241","0","0","154774","353504","Jeff Linderoth","neos-pseudoapplication-49","0","binary decomposition aggregations precedence variable_bound set_partitioning set_packing cardinality invariant_knapsack equation_knapsack binpacking knapsack"
"neos-3208254-reiu","open","3154336","3743","0","3150593","9464908","25080218","Jeff Linderoth","neos-pseudoapplication-98","-34897.00052514407*","aggregations precedence variable_bound set_partitioning set_covering cardinality mixed_binary general_linear"
"neos-3209462-rhin","hard","56453","383","0","56070","170226","447473","Jeff Linderoth","neos-pseudoapplication-98","12","aggregations precedence variable_bound set_partitioning set_covering cardinality invariant_knapsack mixed_binary"
"neos-3209519-ruhr","easy","8675","8000","0","675","12500","61725","Jeff Linderoth","neos-pseudoapplication-14","467.5","decomposition benchmark_suitable variable_bound set_partitioning cardinality knapsack mixed_binary"
"neos-3211096-shag","hard","4379","4289","90","0","10187","31705","Jeff Linderoth","neos-pseudoapplication-38","Infeasible","infeasible feasibility aggregations precedence variable_bound set_covering invariant_knapsack binpacking mixed_binary general_linear"
"neos-3214367-sovi","hard","4318","4139","179","0","7244","93911","Jeff Linderoth","neos-pseudoapplication-56","179965","aggregations variable_bound set_partitioning set_packing set_covering cardinality invariant_knapsack binpacking general_linear"
"neos-3216931-puriri","easy","3555","3268","0","287","5989","91691","Jeff Linderoth","neos-pseudoapplication-56","71320","benchmark benchmark_suitable aggregations variable_bound set_partitioning set_packing set_covering cardinality invariant_knapsack binpacking knapsack general_linear"
"neos-3218348-suir","easy","7022","7006","0","16","1320","221881","Jeff Linderoth","neos-pseudoapplication-72","Infeasible","infeasible decomposition aggregations set_partitioning invariant_knapsack equation_knapsack mixed_binary"
"neos-3226448-wkra","easy","10012","10012","0","0","2208","40048","Jeff Linderoth","neos-pseudoapplication-103","0","binary feasibility benchmark_suitable set_partitioning"
"neos-3229051-yass","easy","99472","99456","0","16","18846096","57144880","Jeff Linderoth","neos-pseudoapplication-23","Unbounded","precedence variable_bound set_partitioning set_covering invariant_knapsack mixed_binary"
"neos-3230376-yser","easy","57000","56976","0","24","786916","2372592","Jeff Linderoth","neos-pseudoapplication-4","Unbounded","precedence variable_bound set_partitioning set_covering invariant_knapsack mixed_binary"
"neos-3230511-yuna","easy","99472","99456","0","16","19335696","58613680","Jeff Linderoth","neos-pseudoapplication-4","Unbounded","precedence variable_bound set_partitioning set_covering invariant_knapsack mixed_binary"
"neos-3230516-zala","easy","101856","101824","0","32","1146724","3427392","Jeff Linderoth","neos-pseudoapplication-4","Unbounded","precedence variable_bound set_partitioning set_covering invariant_knapsack mixed_binary"
"neos-3237086-abava","hard","50192","50192","0","0","69472","233552","Jeff Linderoth","neos-pseudoapplication-51","0.0","binary feasibility decomposition aggregations variable_bound set_packing set_covering cardinality invariant_knapsack binpacking"
"neos-3283608-agout","easy","26256","26224","0","32","108649","301792","Jeff Linderoth","neos-pseudoapplication-84","Unbounded","precedence variable_bound set_partitioning set_covering invariant_knapsack mixed_binary"
